index,id,question,choices,answer,zh,en
79,test_80,下列著名诗人与其代表作对应有误的是____。,"['A. 王之焕——《登鹳雀楼》', 'B. 杜甫——《长恨歌》', 'C. 白居易——《琵琶行》', 'D. 李白——《将进酒》']",B,"下一个问题是关于中国的文化。
下列著名诗人与其代表作对应有误的是____。
A. 王之焕——《登鹳雀楼》, B. 杜甫——《长恨歌》, C. 白居易——《琵琶行》, D. 李白——《将进酒》","The next question is about China's culture.
The following famous poets and their representative works have incorrect correspondence: ____.
A. Wang Zhihuan - ""Climbing the Stork Tower"", B. Du Fu - ""Song of Everlasting Regret"", C. Bai Juyi - ""Pipa Song"", D. Li Bai - ""Song of the Wine"""
80,test_81,元大都是按照____传统都城的布局建造的。,"['A. 藏族', 'B. 满族', 'C. 蒙古族', 'D. 汉族']",D,"下一个问题是关于中国的文化。
元大都是按照____传统都城的布局建造的。
A. 藏族, B. 满族, C. 蒙古族, D. 汉族","The next question is about China's culture.
Yuan Dadu was built according to the layout of ____ traditional capitals.
A. Tibetan, B. Manchu, C. Mongolian, D. Han"
81,test_82,下列关于山西风味说法错误的是,"['A. 山西民间以“十八碗”为代表，盛行经济实惠的蒸菜', 'B. 山西风味，具有油大色重，口味咸鲜偏酸', 'C. 山西风味的基本味型，以咸香为主，甜酸为辅', 'D. 山西大厨炒菜不过油，不换锅，芡汁现炒现兑，急火短炒，一锅成菜']",D,"下一个问题是关于中国的文化。
下列关于山西风味说法错误的是
A. 山西民间以“十八碗”为代表，盛行经济实惠的蒸菜, B. 山西风味，具有油大色重，口味咸鲜偏酸, C. 山西风味的基本味型，以咸香为主，甜酸为辅, D. 山西大厨炒菜不过油，不换锅，芡汁现炒现兑，急火短炒，一锅成菜","The next question is about China's culture.
Which of the following statements about Shanxi flavor is wrong?
A. Shanxi folks are popular with the ""Eighteen Bowls"" as their representative, and economical and affordable steamed dishes are popular. B. Shanxi flavor is characterized by heavy oil and color, and a salty and fresh taste with a sour taste. C. The basic flavor of Shanxi flavor is mainly salty and fragrant, supplemented by sweet and sour. D. Shanxi chefs do not use too much oil when cooking, do not change the pot, stir-fry the sauce immediately, stir-fry over high heat for a short time, and the dish is ready in one pot."
82,test_83,隋唐时期，陆路与海上“丝绸之路”基本畅通，唐朝设市舶司主管对外港口贸易，宋代对招商有成效的官吏实行提高级别待遇的政策，泉州、广州接此执行。可见，唐宋时期海外贸易的活跃是____,"['A. 政府政策推动的结果', 'B. 丝织业兴盛的体现', 'C. 重农政策松动的表现', 'D. 造船业发达的产物']",A,"下一个问题是关于中国的文化。
隋唐时期，陆路与海上“丝绸之路”基本畅通，唐朝设市舶司主管对外港口贸易，宋代对招商有成效的官吏实行提高级别待遇的政策，泉州、广州接此执行。可见，唐宋时期海外贸易的活跃是____
A. 政府政策推动的结果, B. 丝织业兴盛的体现, C. 重农政策松动的表现, D. 造船业发达的产物","The next question is about China's culture.
During the Sui and Tang Dynasties, the land and sea ""Silk Road"" was basically unobstructed. The Tang Dynasty established the Shibosi to manage foreign port trade. The Song Dynasty implemented a policy of increasing the level of treatment for officials who were effective in attracting investment, and Quanzhou and Guangzhou followed suit. It can be seen that the active overseas trade during the Tang and Song Dynasties was ____
A. The result of government policy promotion, B. The embodiment of the prosperity of the silk industry, C. The manifestation of the loosening of the policy of emphasizing agriculture, D. The product of the developed shipbuilding industry"
83,test_84,无锡寄畅园因园外惠山的景色而显得更加秀丽。产生这一效果的构景手法是____。,"['A. 抑景', 'B. 添景', 'C. 借景', 'D. 障景']",C,"下一个问题是关于中国的文化。
无锡寄畅园因园外惠山的景色而显得更加秀丽。产生这一效果的构景手法是____。
A. 抑景, B. 添景, C. 借景, D. 障景","The next question is about China's culture.
Wuxi Jichang Garden is more beautiful because of the scenery of Huishan outside the garden. The composition technique that produces this effect is ____.
A. Suppressing scenery, B. Adding scenery, C. Borrowing scenery, D. Blocking scenery"
84,test_85,“辟”和“避”的关系是,"['A. 古今字', 'B. 异体字', 'C. 通假字', 'D. 繁简字']",A,"下一个问题是关于中国的文化。
“辟”和“避”的关系是
A. 古今字, B. 异体字, C. 通假字, D. 繁简字","The next question is about China's culture.
The relationship between ""避"" and ""避"" is
A. Ancient and modern characters, B. Variant characters, C. Homophone characters, D. Traditional and simplified characters"
85,test_86,下列俗语与对应的成语，二者本意所指属于同一物理现象的是,"['A. 小小秤砣压千斤——举重若轻', 'B. 宝剑锋从磨砺出——百炼成钢', 'C. 酒香不怕巷子深——近朱者赤', 'D. 近水楼台先得月——海市蜃楼']",C,"下一个问题是关于中国的文化。
下列俗语与对应的成语，二者本意所指属于同一物理现象的是
A. 小小秤砣压千斤——举重若轻, B. 宝剑锋从磨砺出——百炼成钢, C. 酒香不怕巷子深——近朱者赤, D. 近水楼台先得月——海市蜃楼","The next question is about China's culture.
Which of the following proverbs and corresponding idioms refer to the same physical phenomenon?
A. A small weight can lift a thousand pounds - lift a heavy weight with ease, B. A sharp sword is sharpened by grinding - steel is forged through repeated tempering, C. Good wine needs no bush - the closer you are to a red man, the more you know him, D. The closer you are to a water tower, the first you see the moon - mirage"
86,test_87,被称为“土族梁祝”的叙事长诗是____。,"['A. 《祁家延西》', 'B. 《拉仁布与吉门索》', 'C. 《牛达的传说》', 'D. 《汗庆格尔》']",B,"下一个问题是关于中国的文化。
被称为“土族梁祝”的叙事长诗是____。
A. 《祁家延西》, B. 《拉仁布与吉门索》, C. 《牛达的传说》, D. 《汗庆格尔》","The next question is about China's culture.
The long narrative poem known as ""Tuzu Liang Zhu"" is ____.
A. ""Qijia Yanxi"", B. ""Larenbu and Jimensuo"", C. ""The Legend of Niuda"", D. ""Hanqingger"""
87,test_88,张择端的《清明上河图》描绘的是____都城的风光。,"['A. 南唐', 'B. 北宋', 'C. 南宋', 'D. 后周']",B,"下一个问题是关于中国的文化。
张择端的《清明上河图》描绘的是____都城的风光。
A. 南唐, B. 北宋, C. 南宋, D. 后周","The next question is about China's culture.
Zhang Zeduan's ""Along the River During the Qingming Festival"" depicts the scenery of the capital of ____.
A. Southern Tang, B. Northern Song, C. Southern Song, D. Later Zhou"
88,test_89,中国现代宴会礼仪不包括,"['A. 饮茶礼仪礼仪', 'B. 宴会饮食方礼仪', 'C. 宴会饮酒礼仪', 'D. 吃甜品礼仪']",D,"下一个问题是关于中国的文化。
中国现代宴会礼仪不包括
A. 饮茶礼仪礼仪, B. 宴会饮食方礼仪, C. 宴会饮酒礼仪, D. 吃甜品礼仪","The next question is about China's culture.
Modern Chinese banquet etiquette does not include
A. Tea drinking etiquette, B. Banquet food etiquette, C. Banquet drinking etiquette, D. Dessert etiquette"
89,test_90,《史记·高祖本纪》：“今则来，沛公恐不得有此。”句中“则”的用法是____。,"['A. 表示因果', 'B. 表示转折', 'C. 表示假设', 'D. 表示承接']",C,"下一个问题是关于中国的文化。
《史记·高祖本纪》：“今则来，沛公恐不得有此。”句中“则”的用法是____。
A. 表示因果, B. 表示转折, C. 表示假设, D. 表示承接","The next question is about China's culture.
""Records of the Grand Historian: Annals of Emperor Gaozu"": ""Now that he has come, Pei Gong may not be able to do this."" The usage of ""ze"" in this sentence is ____.
A. Indicates cause and effect, B. Indicates a transition, C. Indicates a hypothesis, D. Indicates a continuation"
90,test_91,某女，29岁。2年来月经量多色淡，近半年失眠心悸，头晕眼花，纳少，腹胀，面唇淡白，舌淡苔少，脉弱。临床诊断最可能是,"['A. 心脾两虚证', 'B. 肝血虚证', 'C. 心肝血虚证', 'D. 心血虚证']",A,"下一个问题是关于中国的文化。
某女，29岁。2年来月经量多色淡，近半年失眠心悸，头晕眼花，纳少，腹胀，面唇淡白，舌淡苔少，脉弱。临床诊断最可能是
A. 心脾两虚证, B. 肝血虚证, C. 心肝血虚证, D. 心血虚证","The next question is about China's culture.
A female, 29 years old. She has had heavy and light-colored menstruation for the past two years, and has suffered from insomnia, palpitations, dizziness, poor appetite, abdominal distension, pale face and lips, pale tongue with little coating, and weak pulse for the past six months. The most likely clinical diagnosis is
A. Heart and spleen deficiency, B. Liver blood deficiency, C. Heart and liver blood deficiency, D. Heart blood deficiency"
91,test_92,下列关于古代社会教育的发展，表述有误的是 (),"['A. 西周时期负责体育的是“师”', 'B. 两汉时期选士制度为察举制和征辟制', 'C. 中国最早的小学产生于商朝', 'D. 私学产生于春秋时期，兴盛于战国时期']",A,"下一个问题是关于中国的文化。
下列关于古代社会教育的发展，表述有误的是 ()
A. 西周时期负责体育的是“师”, B. 两汉时期选士制度为察举制和征辟制, C. 中国最早的小学产生于商朝, D. 私学产生于春秋时期，兴盛于战国时期","The next question is about China's culture.
Which of the following statements about the development of education in ancient society is incorrect? ()
A. In the Western Zhou Dynasty, the person in charge of physical education was a ""teacher"", B. In the Han Dynasty, the selection system was the system of recommendation and the system of recruitment, C. The earliest elementary school in China was established in the Shang Dynasty, D. Private schools were established in the Spring and Autumn Period and flourished in the Warring States Period"
92,test_93,侯方域：《桃花扇》____,"['A. 石头记：《红楼梦》', 'B. 崔莺莺：《西厢记》', 'C. 蒲松龄：《聊斋志异》', 'D. 秦始皇：《后汉书》']",B,"下一个问题是关于中国的文化。
侯方域：《桃花扇》____
A. 石头记：《红楼梦》, B. 崔莺莺：《西厢记》, C. 蒲松龄：《聊斋志异》, D. 秦始皇：《后汉书》","The next question is about China's culture.
Hou Fangyu: Peach Blossom Fan____
A. The Story of the Stone: A Dream of Red Mansions, B. Cui Yingying: The West Chamber, C. Pu Songling: Strange Stories from a Chinese Studio, D. Qin Shi Huang: The Book of the Later Han"
93,test_94,酸痛的常见病因是,"['A. 气血亏虚', 'B. 湿侵肌肉关节', 'C. 寒邪阻滞经络', 'D. 火邪窜至经络']",B,"下一个问题是关于中国的文化。
酸痛的常见病因是
A. 气血亏虚, B. 湿侵肌肉关节, C. 寒邪阻滞经络, D. 火邪窜至经络","The next question is about China's culture.
Common causes of pain are:
A. Qi and blood deficiency, B. Dampness invading muscles and joints, C. Cold blocking the meridians, D. Fire rushing to the meridians"
94,test_95,下列不属于液态介质导热制熟的方法的是,"['A. 氽溜', 'B. 白焯', 'C. 炸烹', 'D. 蒸馏']",D,"下一个问题是关于中国的文化。
下列不属于液态介质导热制熟的方法的是
A. 氽溜, B. 白焯, C. 炸烹, D. 蒸馏","The next question is about China's culture.
The following is not a method of cooking by heat conduction of liquid medium:
A. Boiling, B. Blanching, C. Deep frying, D. Distillation"
95,test_96,有的成语与历史人物密切相关。下列选项中，与“狡兔三窟”相关的历史人物是____。,"['A. 冯谖与孟尝君', 'B. 毛遂与平原君', 'C. 曹刿与鲁庄公', 'D. 管仲与齐桓公']",A,"下一个问题是关于中国的文化。
有的成语与历史人物密切相关。下列选项中，与“狡兔三窟”相关的历史人物是____。
A. 冯谖与孟尝君, B. 毛遂与平原君, C. 曹刿与鲁庄公, D. 管仲与齐桓公","The next question is about China's culture.
Some idioms are closely related to historical figures. Among the following options, the historical figure related to ""a cunning rabbit has three burrows"" is ____.
A. Feng Xuan and Mengchang Jun, B. Mao Sui and Pingyuan Jun, C. Cao Gui and Lu Zhuanggong, D. Guan Zhong and Qi Huangong"
96,test_97,《缀白裘》是____的集锦选本。,"['A. 二人转', 'B. 乐剧', 'C. 折子戏', 'D. 沪剧']",C,"下一个问题是关于中国的文化。
《缀白裘》是____的集锦选本。
A. 二人转, B. 乐剧, C. 折子戏, D. 沪剧","The next question is about China's culture.
""Embroidered White Fur Coat"" is a collection of ____.
A. Errenzhuan, B. Leju, C. Zhezixi, D. Shanghai Opera"
97,test_98,樊迟向孔子请教如何种庄，孔子说:“我不如老农。”樊迟又请教如何种菜，孔子说:“我不如菜农。”樊迟退出以后，孔子说:“樊迟真是个小人，在上位者只要重视礼，老百姓就不敢不敬畏;在上位者只要重视义，老百姓就不敢不服从;在上位者只要重视信，老百姓就不敢不用真心实情来对待你。要是做到这样，四面八方的老百姓就会背着自己的小孩来投奔，哪里用得着自己去种庄稼呢?”孔子的观点反映了 ()。,"['A. 古代教育形式简单', 'B. 古代教育具有鲜明的等级性', 'C. 古代教育脱离生产劳动', 'D. 古代教育具有鲜明的阶级性']",C,"下一个问题是关于中国的文化。
樊迟向孔子请教如何种庄，孔子说:“我不如老农。”樊迟又请教如何种菜，孔子说:“我不如菜农。”樊迟退出以后，孔子说:“樊迟真是个小人，在上位者只要重视礼，老百姓就不敢不敬畏;在上位者只要重视义，老百姓就不敢不服从;在上位者只要重视信，老百姓就不敢不用真心实情来对待你。要是做到这样，四面八方的老百姓就会背着自己的小孩来投奔，哪里用得着自己去种庄稼呢?”孔子的观点反映了 ()。
A. 古代教育形式简单, B. 古代教育具有鲜明的等级性, C. 古代教育脱离生产劳动, D. 古代教育具有鲜明的阶级性","The next question is about China's culture.
Fan Chi asked Confucius how to grow crops, and Confucius said: ""I am not as good as an old farmer."" Fan Chi asked how to grow vegetables, and Confucius said: ""I am not as good as a vegetable farmer."" After Fan Chi left, Confucius said: ""Fan Chi is really a mean person. As long as the superior attaches importance to etiquette, the people will not dare to be in awe; as long as the superior attaches importance to righteousness, the people will not dare to disobey; as long as the superior attaches importance to trust, the people will not dare to treat you with less than sincerity. If you do this, people from all directions will come to you with their children on their backs, so why would you need to grow crops yourself?"" Confucius's view reflects (). 
A. The ancient education form was simple, B. The ancient education had a distinct hierarchy, C. The ancient education was separated from production labor, D. The ancient education had a distinct class nature"
98,test_99,《临川先生文集》中的“王临川”用的是____称谓。,"['A. 官爵', 'B. 排行', 'C. 地望', 'D. 别号']",C,"下一个问题是关于中国的文化。
《临川先生文集》中的“王临川”用的是____称谓。
A. 官爵, B. 排行, C. 地望, D. 别号","The next question is about China's culture.
The title used for ""Wang Linchuan"" in ""Collected Works of Mr. Linchuan"" is ____.
A. official title, B. ranking, C. geographical position, D. nickname"
99,test_100,《论语·述而》：“若圣与仁，则吾岂敢?抑为之不厌，诲人不倦，则可谓云尔已矣。”句中“抑”的用法是____。,"['A. 表示原因', 'B. 表示转折', 'C. 表示假设', 'D. 表示目的']",B,"下一个问题是关于中国的文化。
《论语·述而》：“若圣与仁，则吾岂敢?抑为之不厌，诲人不倦，则可谓云尔已矣。”句中“抑”的用法是____。
A. 表示原因, B. 表示转折, C. 表示假设, D. 表示目的","The next question is about China's culture.
""The Analects of Confucius: Shu Er"": ""If I am a saint and a benevolent person, how dare I? I will never tire of doing it and never tire of teaching others. Then I can say that it is enough."" The usage of ""抑"" in the sentence is ____.
A. Indicates the reason, B. Indicates a transition, C. Indicates a hypothesis, D. Indicates the purpose"
100,test_101,中医学整体观念的内涵是,"['A. 时令晨昏对人体有影响', 'B. 自然界是一个整体', 'C. 五脏与六腑是一个整体', 'D. 人体是一个整体，人和自然界相互统一']",D,"下一个问题是关于中国的文化。
中医学整体观念的内涵是
A. 时令晨昏对人体有影响, B. 自然界是一个整体, C. 五脏与六腑是一个整体, D. 人体是一个整体，人和自然界相互统一","The next question is about China's culture.
The connotation of the holistic concept of traditional Chinese medicine is
A. The seasons and the morning and evening have an impact on the human body, B. Nature is a whole, C. The five internal organs and six bowels are a whole, D. The human body is a whole, and humans and nature are mutually unified"
101,test_102,下列关于地理位置的描述与城市之间对应关系错误的是,"['A. 东压江淮，西挟关陇，北通幽燕，南系荆襄——南京', 'B. 南抚百越，北望中州，据五岭之要会，扼赣闽粤湘之要冲——赣州', 'C. 居浙右之上游，控鄱阳之肘腋，制闽越之喉吭，通宣歙之声势——衢州', 'D. 北通汝洛，西带秦蜀，南遮湖广，东瞰吴越——襄阳']",A,"下一个问题是关于中国的文化。
下列关于地理位置的描述与城市之间对应关系错误的是
A. 东压江淮，西挟关陇，北通幽燕，南系荆襄——南京, B. 南抚百越，北望中州，据五岭之要会，扼赣闽粤湘之要冲——赣州, C. 居浙右之上游，控鄱阳之肘腋，制闽越之喉吭，通宣歙之声势——衢州, D. 北通汝洛，西带秦蜀，南遮湖广，东瞰吴越——襄阳","The next question is about China's culture.
Which of the following descriptions of geographical location and the corresponding relationship between cities is wrong?
A. East of Jianghuai, west of Guanlong, north of Youyan, south of Jingxiang - Nanjing, B. South of Baiyue, north of Zhongzhou, at the junction of the Five Ridges, at the crossroads of Jiangxi, Fujian, Guangdong and Hunan - Ganzhou, C. Located in the upper reaches of Zhejiang, controlling the elbows and arms of Poyang, controlling the throat of Minyue, and communicating with Xuanshe - Quzhou, D. North of Ruluo, west of Qinshu, south of Huguang, east of Wuyue - Xiangyang"
102,test_103,下列条款符合中国法律规定的是,"['A. 某干洗店申明：衣物丢失，只赔付洗衣费二倍的价钱', 'B. 淘宝网某服饰店表示：本店商品一经售出，概不退货', 'C. 某商场厕所门口获救牌“地滑小心摔倒，否则概不负责任”', 'D. 某饭店店堂告知：“请保管好随身物品，丢失概不负责”']",D,"下一个问题是关于中国的文化。
下列条款符合中国法律规定的是
A. 某干洗店申明：衣物丢失，只赔付洗衣费二倍的价钱, B. 淘宝网某服饰店表示：本店商品一经售出，概不退货, C. 某商场厕所门口获救牌“地滑小心摔倒，否则概不负责任”, D. 某饭店店堂告知：“请保管好随身物品，丢失概不负责”","The next question is about China's culture.
The following clauses comply with Chinese laws:
A. A dry cleaner stated: If clothes are lost, only twice the laundry fee will be paid, B. A clothing store on Taobao stated: Once the goods are sold, no returns are accepted, C. A rescue sign at the entrance of a shopping mall toilet reads ""The floor is slippery, be careful not to fall, otherwise we will not be responsible"", D. A restaurant said: ""Please keep your belongings safe, we will not be responsible if they are lost"""
103,test_104,下列与成语有关的描述错误的是,"['A. “叶落归根”是因为地球表面的物体会受到重力的作用', 'B. “囊萤映雪”中“囊萤”和“映雪”包含的光学原理相同', 'C. “青出于蓝”描述的是传统植物染料的提取过程', 'D. “沙里淘金”中的“金”属于金属单质']",B,"下一个问题是关于中国的文化。
下列与成语有关的描述错误的是
A. “叶落归根”是因为地球表面的物体会受到重力的作用, B. “囊萤映雪”中“囊萤”和“映雪”包含的光学原理相同, C. “青出于蓝”描述的是传统植物染料的提取过程, D. “沙里淘金”中的“金”属于金属单质","The next question is about China's culture.
Which of the following descriptions related to idioms is wrong?
A. ""The leaves fall back to their roots"" is because objects on the surface of the earth are affected by gravity, B. ""Firefly in a bag reflecting the snow"" and ""reflecting the snow"" contain the same optical principle, C. ""The blue is better than the blue"" describes the extraction process of traditional plant dyes, D. ""Gold in the sand"" is a metal element"
104,test_105,关于春秋战国时期的教育，下列说法不正确的是(),"['A. 私学在春秋时期产生，在战国时期达到了兴盛', 'B. 稷下学宫是官方举办、私人主持的', 'C. 稷下学宫提倡学术上的自由', 'D. 儒家和道家是私学中的两大显学']",D,"下一个问题是关于中国的文化。
关于春秋战国时期的教育，下列说法不正确的是()
A. 私学在春秋时期产生，在战国时期达到了兴盛, B. 稷下学宫是官方举办、私人主持的, C. 稷下学宫提倡学术上的自由, D. 儒家和道家是私学中的两大显学","The next question is about China's culture.
Regarding education during the Spring and Autumn Period and the Warring States Period, which of the following statements is incorrect? ()
A. Private education originated during the Spring and Autumn Period and reached its peak during the Warring States Period, B. Jixia Academy was officially organized and privately hosted, C. Jixia Academy advocated academic freedom, D. Confucianism and Taoism were the two major schools of thought in private education"
